Flow IAT Mean,Tot Bwd Pkts,Fwd Header Len,Fwd IAT Std,Init Bwd Win Byts,Subflow Fwd Pkts,Bwd Header Len,ECE Flag Cnt,Flow Duration,Subflow Fwd Byts,Fwd Pkt Len Max,Bwd IAT Std,Subflow Bwd Byts,CWE Flag Count,SYN Flag Cnt,Pkt Len Var,Pkt Len Std,Flow IAT Std,Bwd Pkts/s,Pkt Len Max,Pkt Size Avg,Active Mean,Flow IAT Max,RST Flag Cnt,Idle Std,Bwd Pkt Len Max,Fwd IAT Mean,Bwd IAT Min,Fwd Pkt Len Std,Active Std,Fwd IAT Min,Bwd IAT Mean,Idle Max,Idle Min,Label,Pkt Len Mean,Pkt Len Min,Bwd Pkt Len Std,Tot Fwd Pkts,TotLen Fwd Pkts,Fwd Pkts/s,Bwd Seg Size Avg,Fwd Seg Size Avg,Dst Port,Fwd IAT Max,Down/Up Ratio,Fwd Seg Size Min,Init Fwd Win Byts,Fwd Pkt Len Min,Bwd IAT Max,Fwd Act Data Pkts,PSH Flag Cnt,Protocol,ACK Flag Cnt,Flow IAT Min,Subflow Bwd Pkts,Active Min,Fwd Pkt Len Mean,Fwd PSH Flags,FIN Flag Cnt,Fwd URG Flags,URG Flag Cnt,Active Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd IAT Tot,Idle Mean,Fwd IAT Tot,TotLen Bwd Pkts
80922,21.0,1.0,20.0,0.0,256.0,1.0,20.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47619.047,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47619.047,0.0,0.0,51820.0,0.0,1.0,20.0,176.0,0.0,0.0,0.0,0.0,6.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57047,171406.81,9.0,172.0,417597.22,62852.0,8.0,192.0,0.0,2742509.0,1148.0,677.0,306878.72,1581.0,0.0,0.0,93075.43,305.08267,257251.81,3.2816665,1173.0,160.52942,0.0,877089.0,0.0,0.0,1173.0,391787.0,47918.0,228.12967000000003,0.0,58.0,337243.0,0.0,0.0,0.0,151.61111,0.0,385.56128,8.0,1148.0,2.917037,175.66666999999995,143.5,3389.0,1099296.0,1.0,20.0,8192.0,0.0,877089.0,5.0,1.0,6.0,0.0,48.0,9.0,0.0,143.5,0.0,0.0,0.0,0.0,0.0,0.0,175.66666999999995,2697944.0,0.0,2742509.0,1581.0
81018,32.0,1.0,40.0,0.0,0.0,2.0,20.0,0.0,64.0,31.0,31.0,0.0,0.0,0.0,1.0,320.33333999999996,17.897858,16.970562,15625.0,31.0,20.666666,0.0,44.0,0.0,0.0,0.0,64.0,0.0,21.920310999999998,0.0,64.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,2.0,31.0,31250.0,0.0,15.5,52105.0,64.0,0.0,20.0,946.0,0.0,0.0,0.0,0.0,6.0,1.0,20.0,1.0,0.0,15.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0
97592,22.0,1.0,40.0,0.0,0.0,1.0,20.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45454.547,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45454.547,0.0,0.0,21.0,0.0,1.0,40.0,26883.0,0.0,0.0,0.0,1.0,6.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88379,232.5,0.0,60.0,299.10617,-1.0,3.0,0.0,0.0,465.0,77.0,46.0,0.0,0.0,0.0,1.0,470.25,21.68525,299.10617,0.0,46.0,41.0,0.0,444.0,0.0,0.0,0.0,232.5,0.0,23.459185,0.0,21.0,0.0,0.0,0.0,0.0,30.75,0.0,0.0,3.0,77.0,6451.613,0.0,25.666666,443.0,444.0,0.0,20.0,258.0,0.0,0.0,1.0,0.0,6.0,1.0,21.0,0.0,0.0,25.666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,0.0
15932,437473.0,6.0,172.0,2033906.8,946.0,8.0,132.0,1.0,5687149.0,354.0,197.0,74727.27,3702.0,0.0,0.0,254517.4,504.49715999999995,1498642.9,1.0550102,1460.0,289.7143,263893.0,5423242.0,1.0,0.0,1460.0,812449.9,1.0,75.57540999999998,0.0,14.0,38307.0,5423242.0,5423242.0,0.0,270.4,0.0,681.2057,8.0,354.0,1.4066802,617.0,44.25,443.0,5423242.0,0.0,20.0,8192.0,0.0,171368.0,3.0,1.0,6.0,0.0,1.0,6.0,263893.0,44.25,0.0,0.0,0.0,0.0,263893.0,0.0,617.0,191535.0,5423242.0,5687149.0,3702.0
30820,70.0,0.0,40.0,0.0,-1.0,2.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28571.428,0.0,0.0,51965.0,70.0,0.0,20.0,131.0,0.0,0.0,0.0,0.0,6.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0
44103,31769.5,0.0,96.0,13660.596000000001,-1.0,3.0,0.0,0.0,63539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13660.596000000001,0.0,0.0,0.0,0.0,41429.0,0.0,0.0,0.0,31769.5,0.0,0.0,0.0,22110.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,47.215096,0.0,0.0,80.0,41429.0,0.0,32.0,225.0,0.0,0.0,0.0,0.0,6.0,1.0,22110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63539.0,0.0
7153,1932.0,1.0,8.0,0.0,-1.0,1.0,8.0,0.0,1932.0,33.0,33.0,0.0,150.0,0.0,0.0,4563.0,67.54998,0.0,517.5983,150.0,108.0,0.0,1932.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,33.0,0.0,1.0,33.0,517.5983,150.0,33.0,53.0,0.0,1.0,8.0,-1.0,33.0,0.0,0.0,0.0,17.0,0.0,1932.0,1.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,0.0,0.0,0.0,150.0
17956,193173.25,8.0,192.0,382573.062354294,62852.0,9.0,172.0,1.0,3090772.0,1148.0,677.0,403264.626325775,1581.0,0.0,0.0,93075.4281045752,305.0826578234,268940.94886858197,2.5883500951,1173.0,160.5294117647,0.0,953172.0,1.0,0.0,1173.0,386346.5,46079.0,218.69105555049998,0.0,1.0,414488.0,0.0,0.0,0.0,151.6111111111,0.0,406.1217050168,9.0,1148.0,2.9118938569,197.625,127.5555555556,3389.0,1203151.0,0.0,20.0,8192.0,0.0,1038412.0,5.0,1.0,6.0,0.0,1.0,8.0,0.0,127.5555555556,0.0,0.0,0.0,0.0,0.0,0.0,197.625,2901416.0,0.0,3090772.0,1581.0
31492,1337391.2,10.0,132.0,5480399.5,0.0,6.0,224.0,0.0,20060869.0,289.0,287.0,4417246.0,7408.0,0.0,0.0,454194.06,673.9392,3520180.2,0.49848288,1460.0,481.0625,17013.5,10014639.0,0.0,9676.049,1460.0,4009924.2,0.0,117.00498,8237.087,241.0,2227748.2,10014639.0,10000955.0,0.0,452.7647,0.0,758.78687,6.0,289.0,0.29908973,740.8,48.166668,80.0,10025828.0,1.0,20.0,8192.0,0.0,10025887.0,3.0,1.0,6.0,0.0,0.0,10.0,11189.0,48.166668,0.0,0.0,0.0,0.0,22838.0,0.0,740.8,20049735.0,10007797.0,20049621.0,7408.0
68463,8374.666666666668,2.0,16.0,0.0,-1.0,2.0,16.0,0.0,25124.0,86.0,43.0,0.0,198.0,0.0,0.0,940.8,30.672463220289305,10103.06435361734,79.60515841426525,99.0,81.75,0.0,19608.0,0.0,0.0,99.0,19608.0,32.0,0.0,0.0,19608.0,32.0,0.0,0.0,0.0,65.4,43.0,0.0,2.0,86.0,79.60515841426525,99.0,43.0,53.0,19608.0,1.0,8.0,-1.0,43.0,32.0,1.0,0.0,17.0,0.0,32.0,2.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,99.0,99.0,32.0,0.0,19608.0,198.0
28938,3611.0,0.0,64.0,0.0,-1.0,2.0,0.0,0.0,3611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3611.0,0.0,0.0,0.0,3611.0,0.0,0.0,0.0,3611.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,553.8632,0.0,0.0,80.0,3611.0,0.0,32.0,225.0,0.0,0.0,0.0,0.0,6.0,1.0,3611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3611.0,0.0
13769,410692.0,2.0,16.0,0.0,-1.0,2.0,16.0,0.0,1232076.0,86.0,43.0,0.0,198.0,0.0,0.0,940.8,30.672462,709515.75,1.6232765,99.0,81.75,0.0,1229970.0,0.0,0.0,99.0,1231524.0,1230522.0,0.0,0.0,1231524.0,1230522.0,0.0,0.0,0.0,65.4,43.0,0.0,2.0,86.0,1.6232765,99.0,43.0,53.0,1231524.0,1.0,8.0,-1.0,43.0,1230522.0,1.0,0.0,17.0,0.0,552.0,2.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,99.0,99.0,1230522.0,0.0,1231524.0,198.0
79776,1960.0,1.0,8.0,0.0,-1.0,1.0,8.0,0.0,1960.0,43.0,43.0,0.0,99.0,0.0,0.0,1045.3333333333335,32.331615074619044,0.0,510.20408163265313,99.0,92.5,0.0,1960.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.66666666666667,43.0,0.0,1.0,43.0,510.20408163265313,99.0,43.0,53.0,0.0,1.0,8.0,-1.0,43.0,0.0,0.0,0.0,17.0,0.0,1960.0,1.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,99.0,99.0,0.0,0.0,0.0,99.0
21127,604.0,1.0,8.0,0.0,-1.0,1.0,8.0,0.0,604.0,32.0,32.0,0.0,128.0,0.0,0.0,3072.0,55.425625,0.0,1655.6292,128.0,96.0,0.0,604.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.0,0.0,1.0,32.0,1655.6292,128.0,32.0,53.0,0.0,1.0,8.0,-1.0,32.0,0.0,0.0,0.0,17.0,0.0,604.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,128.0,128.0,0.0,0.0,0.0,128.0
87215,158.0,4.0,72.0,119.501045,149.0,3.0,92.0,1.0,948.0,148.0,148.0,147.63468999999995,243.0,0.0,0.0,8834.696,93.993065,112.55754,4219.4090000000015,243.0,55.85714300000001,0.0,302.0,1.0,0.0,243.0,200.5,58.0,85.44784,0.0,116.0,228.0,0.0,0.0,0.0,48.875,0.0,121.5,3.0,148.0,3164.557,60.75,49.333332,80.0,285.0,1.0,20.0,8192.0,0.0,324.0,1.0,1.0,6.0,0.0,21.0,4.0,0.0,49.333332,0.0,0.0,0.0,0.0,0.0,0.0,60.75,684.0,0.0,401.0,243.0
88339,2315.5,4.0,72.0,8749.032,219.0,3.0,92.0,1.0,13893.0,300.0,300.0,7367.228,935.0,0.0,0.0,110510.266,332.43085,5119.797000000001,287.91476,935.0,176.42857,0.0,12749.0,1.0,0.0,935.0,6562.5,20.0,173.20508,0.0,376.0,4630.3335,0.0,0.0,1.0,154.375,0.0,467.5,3.0,300.0,215.93607999999998,233.75,100.0,80.0,12749.0,1.0,20.0,65535.0,0.0,13127.0,1.0,1.0,6.0,0.0,2.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,233.75,13891.0,0.0,13125.0,935.0
53401,2435.0,0.0,40.0,0.0,-1.0,2.0,0.0,0.0,2435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2435.0,0.0,0.0,0.0,2435.0,0.0,0.0,0.0,2435.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,821.3552,0.0,0.0,80.0,2435.0,0.0,20.0,32738.0,0.0,0.0,0.0,0.0,6.0,1.0,2435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2435.0,0.0
97236,151296.58,7.0,172.0,394127.66,62872.0,8.0,152.0,1.0,2118152.0,1128.0,661.0,308537.66,1581.0,0.0,0.0,100953.164,317.73126,247196.6,3.3047676,1173.0,180.6,0.0,953491.0,1.0,0.0,1173.0,302593.16,182934.0,222.62332,0.0,89.0,324893.84,0.0,0.0,0.0,169.3125,0.0,430.0986,8.0,1128.0,3.7768772,225.85715,141.0,3389.0,1181960.0,0.0,20.0,8192.0,0.0,953491.0,5.0,1.0,6.0,0.0,89.0,7.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,225.85715,1949363.0,0.0,2118152.0,1581.0
72030,11827.667,2.0,16.0,0.0,-1.0,2.0,16.0,0.0,35483.0,90.0,45.0,0.0,202.0,0.0,0.0,940.8,30.672462,12601.302,56.365019999999994,101.0,84.25,0.0,25082.0,0.0,0.0,101.0,25082.0,1.0,0.0,0.0,25082.0,1.0,0.0,0.0,0.0,67.4,45.0,0.0,2.0,90.0,56.365019999999994,101.0,45.0,53.0,25082.0,1.0,8.0,-1.0,45.0,1.0,1.0,0.0,17.0,0.0,1.0,2.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,101.0,101.0,1.0,0.0,25082.0,202.0
79576,197945.6667,4.0,72.0,252.43712090000002,211.0,3.0,92.0,1.0,1187674.0,20.0,20.0,685365.0206,964.0,0.0,0.0,115523.4286,339.8873763,484673.3703,3.3679275630000003,964.0,140.5714286,0.0,1187281.0,1.0,0.0,964.0,183.5,22.0,11.54700538,0.0,5.0,395889.6667,0.0,0.0,1.0,123.0,0.0,482.0,3.0,20.0,2.5259456719999998,241.0,6.666666667,80.0,362.0,1.0,20.0,8192.0,0.0,1187281.0,1.0,1.0,6.0,0.0,4.0,4.0,0.0,6.666666667,0.0,0.0,0.0,0.0,0.0,0.0,241.0,1187669.0,0.0,367.0,964.0
50291,318.0,1.0,8.0,0.0,-1.0,1.0,8.0,0.0,318.0,33.0,33.0,0.0,193.0,0.0,0.0,8533.333,92.376045,0.0,3144.6540000000005,193.0,129.5,0.0,318.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.333336,33.0,0.0,1.0,33.0,3144.6540000000005,193.0,33.0,53.0,0.0,1.0,8.0,-1.0,33.0,0.0,0.0,0.0,17.0,0.0,318.0,1.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,193.0,193.0,0.0,0.0,0.0,193.0
48236,227.0,0.0,40.0,0.0,-1.0,2.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8810.572,0.0,0.0,443.0,227.0,0.0,20.0,254.0,0.0,0.0,0.0,0.0,6.0,1.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0
81579,247.83333,4.0,72.0,293.4493,219.0,3.0,92.0,1.0,1487.0,248.0,248.0,502.1288,935.0,0.0,0.0,108684.695,329.6736,291.44907,2689.9797,935.0,169.0,0.0,716.0,1.0,0.0,935.0,508.5,20.0,143.18286,0.0,301.0,493.33334,0.0,0.0,1.0,147.875,0.0,467.5,3.0,248.0,2017.4849,233.75,82.666664,80.0,716.0,1.0,20.0,65535.0,0.0,1020.0,1.0,1.0,6.0,0.0,7.0,4.0,0.0,82.666664,0.0,0.0,0.0,0.0,0.0,0.0,233.75,1480.0,0.0,1017.0,935.0
94885,1207369.8,33.0,452.0,12747129.0,212.0,22.0,672.0,1.0,65197965.0,4046.0,1361.0,10341904.0,15010.0,0.0,0.0,283409.62,532.3623,7958581.5,0.5061508,1430.0,346.47272000000015,6462041.0,58532958.0,1.0,0.0,1430.0,3104665.0,0.0,360.59817999999996,0.0,35.0,2031094.8,58532958.0,58532958.0,0.0,340.2857,0.0,606.4752,22.0,4046.0,0.33743384,454.84848,183.90909,443.0,58666554.0,1.0,20.0,8192.0,0.0,58627130.0,13.0,1.0,6.0,0.0,0.0,33.0,6462041.0,183.90909,0.0,0.0,0.0,0.0,6462041.0,0.0,454.84848,64995031.0,58532960.0,65197965.0,15010.0
17628,248749.0,4.0,72.0,1120.7643,211.0,3.0,92.0,1.0,1492494.0,20.0,20.0,860274.5,964.0,0.0,0.0,115523.43,339.8874,608506.0,2.6800778,964.0,140.57143,0.0,1490856.0,1.0,0.0,964.0,795.5,41.0,11.547006,0.0,3.0,497497.0,0.0,0.0,1.0,123.0,0.0,482.0,3.0,20.0,2.0100583999999997,241.0,6.666666499999999,80.0,1588.0,1.0,20.0,8192.0,0.0,1490856.0,1.0,1.0,6.0,0.0,3.0,4.0,0.0,6.666666499999999,0.0,0.0,0.0,0.0,0.0,0.0,241.0,1492491.0,0.0,1591.0,964.0
55280,228039.0,4.0,72.0,246.78027000000003,211.0,3.0,92.0,1.0,1368234.0,20.0,20.0,789610.8,964.0,0.0,0.0,115523.43,339.8874,558386.2,2.9234765,964.0,140.57143,0.0,1367840.0,1.0,0.0,964.0,175.5,37.0,11.547006,0.0,1.0,456076.0,0.0,0.0,1.0,123.0,0.0,482.0,3.0,20.0,2.1926074,241.0,6.666666499999999,80.0,350.0,1.0,20.0,8192.0,0.0,1367840.0,1.0,1.0,6.0,0.0,1.0,4.0,0.0,6.666666499999999,0.0,0.0,0.0,0.0,0.0,0.0,241.0,1368228.0,0.0,351.0,964.0
79179,481.0,0.0,40.0,0.0,-1.0,2.0,0.0,0.0,481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,0.0,0.0,0.0,481.0,0.0,0.0,0.0,481.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4158.0044,0.0,0.0,8080.0,481.0,0.0,20.0,2052.0,0.0,0.0,0.0,0.0,6.0,1.0,481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,0.0
35399,7.0,1.0,32.0,0.0,230.0,1.0,32.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142857.14,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,142857.14,0.0,0.0,22.0,0.0,1.0,32.0,241.0,0.0,0.0,0.0,0.0,6.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25885,804.0,0.0,40.0,0.0,-1.0,2.0,0.0,0.0,804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.0,0.0,0.0,0.0,804.0,0.0,0.0,0.0,804.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2487.5623,0.0,0.0,80.0,804.0,0.0,20.0,32738.0,0.0,0.0,0.0,0.0,6.0,1.0,804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.0,0.0
70287,56300000.0,0.0,0.0,36.062447,-1.0,3.0,0.0,0.0,112641231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.062447,0.0,0.0,0.0,0.0,56300000.0,0.0,36.062447,0.0,56300000.0,0.0,0.0,0.0,56300000.0,0.0,56300000.0,56300000.0,0.0,0.0,0.0,0.0,3.0,0.0,0.026633233,0.0,0.0,0.0,56300000.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56300000.0,113000000.0,0.0
17734,40700000.0,0.0,40.0,0.0,-1.0,2.0,0.0,0.0,40707093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40700000.0,0.0,0.0,0.0,40700000.0,0.0,0.0,0.0,40700000.0,0.0,40700000.0,40700000.0,1.0,0.0,0.0,0.0,2.0,0.0,0.049131487,0.0,0.0,80.0,40700000.0,0.0,20.0,2049.0,0.0,0.0,0.0,0.0,6.0,1.0,40700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40700000.0,40700000.0,0.0
86074,12800000.0,0.0,40.0,0.0,-1.0,2.0,0.0,0.0,12837068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12800000.0,0.0,0.0,0.0,12800000.0,0.0,0.0,0.0,12800000.0,0.0,12800000.0,12800000.0,1.0,0.0,0.0,0.0,2.0,0.0,0.15579882,0.0,0.0,80.0,12800000.0,0.0,20.0,2049.0,0.0,0.0,0.0,0.0,6.0,1.0,12800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12800000.0,12800000.0,0.0
44529,2643566.0,22.0,472.0,4990214.5,1013.0,23.0,584.0,0.0,116316899.0,1248.0,477.0,5121291.0,7440.0,0.0,0.0,169300.38,411.46127,4376507.0,0.18913847,1460.0,193.06667,68916.914,10014448.0,0.0,1333527.2,1460.0,5287132.0,0.0,132.0772,127069.586,36.0,5280702.5,10014448.0,5389972.0,0.0,188.86957,0.0,547.3681,23.0,1248.0,0.19773567,338.18182,54.260868,443.0,10046651.0,0.0,20.0,8192.0,0.0,10046802.0,16.0,1.0,6.0,0.0,0.0,22.0,32172.0,54.260868,0.0,0.0,0.0,0.0,472417.0,0.0,338.18182,110894757.0,9624155.0,116316899.0,7440.0
64301,156011.0,1.0,52.0,0.0,8192.0,2.0,32.0,0.0,312022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220555.1,3.2049022000000003,0.0,0.0,0.0,311967.0,0.0,0.0,0.0,312022.0,0.0,0.0,0.0,312022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.4098042999999985,0.0,0.0,445.0,312022.0,0.0,20.0,8192.0,0.0,0.0,0.0,1.0,6.0,0.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312022.0,0.0
52859,12881.0,0.0,40.0,0.0,-1.0,2.0,0.0,0.0,12881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12881.0,0.0,0.0,0.0,12881.0,0.0,0.0,0.0,12881.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,155.26744,0.0,0.0,80.0,12881.0,0.0,20.0,32738.0,0.0,0.0,0.0,0.0,6.0,1.0,12881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12881.0,0.0
5921,35200000.0,0.0,40.0,0.0,-1.0,2.0,0.0,0.0,35191150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35200000.0,0.0,0.0,0.0,35200000.0,0.0,0.0,0.0,35200000.0,0.0,35200000.0,35200000.0,1.0,0.0,0.0,0.0,2.0,0.0,0.05683247,0.0,0.0,80.0,35200000.0,0.0,20.0,2049.0,0.0,0.0,0.0,0.0,6.0,1.0,35200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35200000.0,35200000.0,0.0
93626,827289.56,4.0,92.0,35570.895,141.0,4.0,92.0,0.0,5791027.0,97.0,97.0,3342939.5,231.0,0.0,0.0,6352.028,79.69960999999998,2161532.8,0.6907238,231.0,41.0,0.0,5728911.0,0.0,0.0,231.0,20705.334,128.0,48.5,0.0,105.0,1930278.0,0.0,0.0,0.0,36.444443,0.0,115.5,4.0,97.0,0.6907238,57.75,24.25,80.0,61779.0,1.0,20.0,8192.0,0.0,5790372.0,1.0,1.0,6.0,0.0,39.0,4.0,0.0,24.25,0.0,0.0,0.0,0.0,0.0,0.0,57.75,5790834.0,0.0,62116.0,231.0
51089,614974.3,3.0,168.0,2042447.9,211.0,5.0,104.0,0.0,4304820.0,935.0,935.0,117340.836,366.0,0.0,0.0,102514.28,320.1785,1554570.9,0.6968933,935.0,162.625,0.0,4137615.0,0.0,0.0,366.0,1076205.0,304.0,418.1447,0.0,25.0,83276.5,0.0,0.0,0.0,144.55556,0.0,211.3102,5.0,935.0,1.1614888,122.0,187.0,50928.0,4137621.0,0.0,32.0,219.0,0.0,166249.0,1.0,0.0,6.0,1.0,6.0,3.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,166553.0,0.0,4304820.0,366.0
15033,2.0,1.0,40.0,0.0,0.0,1.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,500000.0,0.0,0.0,21.0,0.0,1.0,40.0,26883.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21657,194092.33,4.0,72.0,324.562,211.0,3.0,92.0,1.0,1164554.0,20.0,20.0,671923.44,964.0,0.0,0.0,115523.43,339.8874,475181.78,3.4347913,964.0,140.57143,0.0,1164053.0,1.0,0.0,964.0,231.5,30.0,11.547006,0.0,2.0,388182.66,0.0,0.0,1.0,123.0,0.0,482.0,3.0,20.0,2.5760933999999995,241.0,6.666666499999999,80.0,461.0,1.0,20.0,8192.0,0.0,1164053.0,1.0,1.0,6.0,0.0,2.0,4.0,0.0,6.666666499999999,0.0,0.0,0.0,0.0,0.0,0.0,241.0,1164548.0,0.0,463.0,964.0
88032,3019580.0,24.0,356.0,20541318.0,123.0,16.0,492.0,1.0,117763619.0,1101.0,517.0,16833812.0,16711.0,0.0,0.0,369759.5,608.07855,13054670.0,0.20379809,1410.0,445.3,391782.0,58919137.0,1.0,674380.44,1410.0,7850908.0,0.0,137.16376,419031.47,276.0,5119172.5,58919137.0,57965419.0,0.0,434.43903,0.0,676.78613,16.0,1101.0,0.13586539,696.2917,68.8125,443.0,58919137.0,1.0,20.0,8192.0,0.0,58941749.0,7.0,1.0,6.0,0.0,0.0,24.0,95482.0,68.8125,0.0,0.0,0.0,0.0,688082.0,0.0,696.2917,117740973.0,58442280.0,117763619.0,16711.0
